rowid,hostname,st_teff,st_rad,st_mass,st_met,st_spectype,st_age,st_rotp
398,HAT-P-3,5185.0,0.87,1.06,0.27,K1,1.6,19.9
399,HAT-P-30,6304.0,1.31,1.55,0.13,F7,1.0,
400,HAT-P-31,6065.0,1.39,1.31,0.15,,3.17,
401,HAT-P-32,6001.0,1.367,1.132,-0.16,,2.7,
402,HAT-P-33,6446.0,1.79,1.82,0.05,F4,2.3,
403,HAT-P-34,6442.0,1.53,1.392,0.22,,1.7,
404,HAT-P-35,6096.0,1.435,1.236,0.11,,3.5,
405,HAT-P-36,5620.0,1.041,1.03,0.25,G5 V,6.6,
406,HAT-P-37,5500.0,0.877,0.929,0.03,,3.6,
407,HAT-P-38,5330.0,0.923,0.886,0.06,G5,10.1,
408,HAT-P-39,6430.0,1.625,1.404,0.19,,2.0,
409,HAT-P-4,5860.0,1.596,1.248,0.24,F,3.9,
410,HAT-P-40,6080.0,1.94,1.03,0.22,,2.7,
411,HAT-P-41,6390.0,2.05,2.56,0.21,,2.2,
412,HAT-P-42,5743.0,1.53,1.178,0.27,,5.2,
413,HAT-P-43,5693.0,1.08,1.03,0.2,F9,5.7,
414,HAT-P-44,5295.0,0.949,0.942,0.33,,7.5,
415,HAT-P-44,5295.0,0.949,0.942,0.33,,7.5,
416,HAT-P-45,6330.0,1.319,1.259,0.07,,2.0,
417,HAT-P-46,6120.0,1.396,1.284,0.3,,2.5,
418,HAT-P-49,6820.0,2.06,2.22,0.07,F3,1.5,
419,HAT-P-5,5960.0,1.12,1.04,0.24,G,2.6,
420,HAT-P-50,6280.0,1.698,1.273,-0.18,F5,3.37,
421,HAT-P-51,5453.0,0.995,0.961,0.302,G7,8.1,
422,HAT-P-52,5131.0,0.893,0.887,0.28,K1,9.4,
423,HAT-P-53,5956.0,1.209,1.093,0.0,,4.67,
424,HAT-P-54,4390.0,0.617,0.645,-0.127,K7,3.9,
425,HAT-P-55,5804.0,1.105,1.028,0.003,,5.3,
426,HAT-P-56,6566.0,1.47,1.42,0.0,F8,2.01,
427,HAT-P-57,6330.0,1.85,2.77,-0.25,A8 V,1.0,
428,HAT-P-58,6078.0,1.53,1.031,-0.224,,7.11,
429,HAT-P-59,5678.0,1.1038,1.008,0.217,,7.3,
430,HAT-P-6,6570.0,1.62,1.79,-0.13,,2.3,
431,HAT-P-60,6212.0,2.197,1.435,0.037,,2.765,
432,HAT-P-61,5587.0,0.938,1.004,0.194,,2.6,
433,HAT-P-62,5629.0,1.17,1.023,0.414,,8.1,
434,HAT-P-63,5400.0,0.9661,0.925,0.251,,9.0,
435,HAT-P-64,6457.0,1.735,1.298,-0.113,,2.88,
436,HAT-P-65,5872.0,1.666,1.297,0.208,G2,3.9,
437,HAT-P-66,6002.0,1.881,1.255,0.035,G0,4.66,
438,HAT-P-67,6640.0,2.62,1.73,0.14,,1.46,5.4
439,HAT-P-68,4508.0,0.6701,0.6785,-0.059,K,11.1,24.593
440,HAT-P-69,7394.0,1.926,1.648,-0.069,,1.27,
441,HAT-P-7,6389.0,2.0,1.56,0.26,F6 V,1.78,
442,HAT-P-70,8450.0,1.858,1.89,-0.059,,0.6,
443,HAT-P-8,6200.0,1.57,1.27,0.01,F6,3.4,
444,HAT-P-9,6350.0,1.338,1.281,0.12,F7,1.6,
445,HATS-1,5870.0,1.038,0.986,-0.06,,6.0,
446,HATS-10,5880.0,1.105,1.101,0.15,,3.3,
447,HATS-11,6563.0,1.54,1.33,0.03,G0,7.7,
448,HATS-12,6357.0,1.17,1.16,-0.1,F,2.36,
449,HATS-13,5523.0,0.887,0.962,0.05,,2.5,
450,HATS-14,5346.0,0.933,0.967,0.33,,4.9,
451,HATS-15,5311.0,0.922,0.871,0.0,G9 V,11.0,
452,HATS-16,5738.0,1.238,0.97,-0.1,G3 V,9.5,12.35
453,HATS-17,5846.0,1.091,1.131,0.3,G V,2.1,
454,HATS-18,5600.0,1.02,1.037,0.28,G V,4.2,9.8
455,HATS-2,5227.0,0.876,0.904,0.15,K,7.2,22.46
456,HATS-22,4803.0,0.689,0.759,0.0,K V,,
457,HATS-23,5780.0,1.199,1.121,0.28,G V,4.2,
458,HATS-24,6125.0,1.12,1.07,-0.229,F V,3.7,
459,HATS-25,5715.0,1.107,0.994,0.02,G,7.5,
460,HATS-26,6071.0,2.04,1.299,-0.02,F,4.04,
461,HATS-27,6438.0,1.74,1.415,0.09,F,2.3,
462,HATS-28,5498.0,0.922,0.929,0.01,G,6.2,
463,HATS-29,5670.0,1.073,1.032,0.16,G,5.5,25.7
464,HATS-3,6351.0,1.404,1.209,-0.157,F,3.2,
465,HATS-30,5943.0,1.061,1.093,0.06,G,2.3,
466,HATS-31,6050.0,1.87,1.275,0.0,,4.3,
467,HATS-32,5700.0,1.097,1.099,0.39,,3.5,
468,HATS-33,5659.0,1.022,1.062,0.29,,3.0,
469,HATS-34,5380.0,0.98,0.955,0.25,,7.7,
470,HATS-35,6300.0,1.433,1.317,0.21,,2.13,
471,HATS-36,5950.0,1.1,1.1,0.15,G0 V,0.62,
472,HATS-37 A,5326.0,0.877,0.843,0.051,,11.46,
473,HATS-38,5732.0,1.105,0.89,-0.102,,11.89,
474,HATS-39,6572.0,1.621,1.379,0.0,,2.06,
475,HATS-4,5403.0,0.925,1.001,0.43,G,2.1,
476,HATS-40,6460.0,2.26,1.561,0.01,,2.07,
477,HATS-41,6424.0,1.71,1.496,0.47,,1.34,
478,HATS-42,6060.0,1.48,1.273,0.22,,3.26,
479,HATS-43,5099.0,0.812,0.837,0.05,,8.6,
480,HATS-44,5080.0,0.847,0.86,0.32,,9.7,
481,HATS-45,6450.0,1.315,1.272,0.02,,1.52,
482,HATS-46,5495.0,0.853,0.917,-0.06,,3.0,
483,HATS-47,4512.0,0.6564,0.674,-0.113,,8.1,6.42
484,HATS-48 A,4546.0,0.7152,0.7279,0.186,,11.97,
485,HATS-49,4405.0,0.6977,0.7133,0.208,,10.5,
486,HATS-5,5304.0,0.871,0.936,0.19,G,3.6,
487,HATS-50,5990.0,1.117,1.168,,,1.2,
488,HATS-51,5758.0,1.44,1.187,,,4.74,
489,HATS-52,6010.0,1.046,1.111,-0.2843,,1.2,
490,HATS-53,5644.0,1.101,0.964,,,9.0,
491,HATS-54,5621.0,1.23,1.05,0.37,G6 V,7.96,
492,HATS-55,6214.0,1.126,1.1955,0.108,,0.4,
493,HATS-56,6536.0,2.201,1.573,0.19,,1.894,
494,HATS-57,5587.0,0.96,1.026,0.268,,2.5,12.71
495,HATS-58 A,7175.0,1.433,1.461,,,0.31,
496,HATS-59,5670.0,1.036,1.038,0.18,,4.3,
497,HATS-59,5670.0,1.036,1.038,0.18,,4.3,
498,HATS-6,3724.0,0.57,0.574,0.2,M1 V,8.1,
499,HATS-60,5688.0,1.46,1.097,0.335,,7.55,
500,HATS-61,5542.0,1.664,1.076,0.247,,8.9,
501,HATS-62,5416.0,0.933,0.896,0.133,,9.55,
502,HATS-63,5627.0,1.07,0.931,0.081,,10.3,
503,HATS-64,6554.0,2.113,1.564,0.22,,1.861,
504,HATS-65,6277.0,1.31,1.257,0.199,,1.78,
505,HATS-66,6626.0,1.841,1.411,-0.017,,2.17,
506,HATS-67,6594.0,1.441,1.435,0.332,,0.51,
507,HATS-68,6147.0,1.748,1.351,0.21,,3.02,
508,HATS-69,5137.0,0.8785,0.892,0.377,,8.0,
509,HATS-7,4985.0,0.815,0.849,0.25,K2,7.8,
510,HATS-70,7930.0,1.881,1.78,0.041,,0.81,
511,HATS-71,3405.0,0.4783,0.4861,0.17,M3 V,3.2,41.72
512,HATS-72,4656.1,0.7214,0.7311,0.099,,12.17,48.725
513,HATS-74 A,3776.9,0.5758,0.601,0.514,,11.0,4.74542
514,HATS-75,3790.4,0.5848,0.6017,0.522,,14.9,35.0435
515,HATS-76,4016.0,0.6259,0.662,0.322,,4.6,15.16063
516,HATS-77,4071.0,0.6428,0.655,0.253,,12.1,
517,HATS-8,5679.0,1.086,1.056,0.21,,5.1,
518,HATS-9,5599.0,1.56,1.1,0.38,,10.8,
519,HD 100508,5419.0,1.0179,0.94,0.33,K1 IV,,
520,HD 100546,10500.0,1.85288,2.4,,B9 Vne,0.0055,
521,HD 100655,4891.0,10.06,2.28,0.07,G9 III,1.309,
522,HD 100777,5533.0,1.04,1.08,-0.27,G8 V,5.7,
523,HIP 56998,4675.0,0.63,0.653,-0.343,K4/5V,6.88,
524,HIP 56998,4675.0,0.63,0.653,-0.343,K4/5V,6.88,
527,HD 10180,5911.0,1.109,1.06,0.08,G1 V,4.3,
528,HD 10180,5911.0,1.109,1.06,0.08,G1 V,4.3,
530,HD 10180,5911.0,1.109,1.06,0.08,G1 V,4.3,
531,HD 101930,5108.0,0.86,0.57,0.15,K1 V,1.0,
532,HD 102117,5655.0,1.23,1.06,0.28,G6 V,10.0,
533,HD 102195,5301.0,0.82,0.76,0.04,K0 V,2.4,12.3
534,HD 102272,4790.0,10.3,1.45,-0.41,K0,,
535,HD 102329,4745.0,9.82,3.21,0.05,K0 III,1.6,
536,HD 102329,4830.0,6.3,1.3,0.3,K0 III,1.6,
537,HD 102365,5630.0,0.95138,0.85,-0.26,G3/5V,9.0,
538,HD 102843,5436.0,0.961488,0.95,0.16,K0 V,,
539,HD 102888,4990.0,8.6,2.42,0.07,G8 III,,
540,HD 102956,4985.0,4.55,1.66,0.19,G5,2.3,
541,HD 103197,5250.0,0.88,0.8,0.22,K1 V(P),9.1,
542,HD 103720,5017.0,0.73,0.794,-0.02,K3 V,3.8,
543,HD 103774,6489.0,1.581047,1.335,0.28,F5 V,1.05,
544,HD 103891,6072.0,2.22,1.28,-0.19,F9,3.68,
545,HD 103949,4792.0,0.753113,0.77,-0.07,K3 V,,
546,HD 104067,4952.0,0.78,0.82,0.11,K2V,4.33,18.3
547,HD 104067,4952.0,0.78,0.82,0.11,K2V,4.33,18.3
548,HD 10442,4912.0,1.97,1.01,0.11,K0 IV,10.65,
549,HD 104985,4738.0,11.12,1.22,-0.32,G9 III,,
550,HD 105618,5671.0,1.27399,1.01,,,,
551,HD 105618,5671.0,1.27399,1.01,,,,
552,HD 105779,5792.0,0.94,0.89,-0.25,G2,7.54,
553,HD 106252,5874.0,1.05,1.05,-0.06,G0,3.0,
554,HD 106270,5509.0,2.66,1.39,0.06,G5 IV,4.3,
555,HD 106315,6327.0,1.296,1.091,-0.311,F5 V,4.48,
556,HD 106315,6327.0,1.296,1.091,-0.311,F5 V,4.48,
557,HD 10647,6218.0,1.1,1.11,0.0,F9 V,1.4,
558,HD 106515 A,5362.0,0.91,0.89,0.03,G5 V,8.2,
559,HD 106906,6516.0,2.12351,1.5,0.04,F5 V,0.013,
560,HD 10697,5641.0,1.863076,0.99,0.17,G3 V,6.98,
561,HD 107148,5797.0,1.169193,1.12,0.314,G5 V,5.6,
562,HD 107148,5752.92,1.169193,1.105215,0.2964,G5 V,5.6,
563,HD 108147,6255.73,1.20664,1.22,0.1803,F8 V CH+0.4,3.2,
564,HD 108202,4556.03,0.66355,0.74,0.3048,K4/5 V,6.5,
565,HD 108236,5660.0,0.877,0.869,-0.28,G3 V,6.7,
566,HD 108236,5660.0,0.877,0.869,-0.28,G3 V,6.7,
567,HD 108236,5660.0,0.877,0.869,-0.28,G3 V,6.7,
568,HD 108236,5660.0,0.877,0.869,-0.28,G3 V,6.7,
569,HD 108341,5122.0,0.79,0.843,0.04,K2 V,4.9,
570,HD 108863,4878.0,5.74,1.59,0.2,K0,1.8,
571,HD 108874,5600.0,1.05,1.1,0.26,G5,8.0,
572,HD 108874,5551.0,1.05,0.95,0.19,G5,8.0,
573,HD 109246,5844.0,1.07,1.2,0.1,G0 V,,
574,HD 109271,5783.0,1.294595,1.047,0.1,G5 V,7.3,
575,HD 109271,5783.0,1.294595,1.047,0.1,G5 V,7.3,
576,HD 109286,5694.0,1.089,0.98,0.05,G4 V,,
577,HD 109749,5824.0,1.22,1.13,0.24,G3 V,3.3,
578,HD 10975,4840.0,11.16,1.41,-0.21,K0 III,,
579,HD 109833,5881.0,1.0,1.08,-0.07,,0.027,5.111
580,HD 109833,5881.0,1.0,1.08,-0.07,,0.027,5.111
581,HD 109988,5185.97,0.869694,0.88,0.14,,,
582,HD 110014,4445.0,20.9,2.17,0.19,K2 III,0.95,
583,HD 110067,5266.0,0.788,0.798,-0.2,K0.0 V,8.1,
584,HD 110067,5266.0,0.788,0.798,-0.2,K0.0 V,8.1,
585,HD 110067,5266.0,0.788,0.798,-0.2,K0.0 V,8.1,
586,HD 110067,5266.0,0.788,0.798,-0.2,K0.0 V,8.1,
587,HD 110067,5266.0,0.788,0.798,-0.2,K0.0 V,8.1,
588,HD 110067,5266.0,0.788,0.798,-0.2,K0.0 V,8.1,
589,HD 110082,6200.0,1.19,1.21,0.08,F8 V,0.25,2.34
590,HD 110113,5732.0,0.968,0.997,0.14,G,4.0,20.8
591,HD 110113,5732.0,0.968,0.997,0.14,G,4.0,20.8
592,HD 110537,5718.0,1.16626,1.02,0.09,G6/8 V,,
593,HD 11112,5905.64,1.47368,1.07,0.1869,,,
594,HD 111232,5512.0,0.9,0.96,-0.36,G8 V,5.2,
595,HD 111232,5512.0,0.9,0.96,-0.36,G8 V,5.2,
596,HD 111591,4884.0,8.03,1.94,0.07,K0 III,1.41,
597,HD 111998,6557.0,1.45,1.4,0.07,F6 V,1.7,
598,HD 112300,3657.0,65.8,1.4,-0.06,M1 III,,4200.0
599,HD 112570,4750.0,9.85,1.15,-0.4,K0 III,5.45,
600,HD 112640,4155.0,39.0,1.8,-0.09,K0 III,1.6,545.0
601,HD 113337,6774.0,1.5,1.41,0.07,F6 V,0.15,3.0
602,HD 113337,6774.0,1.5,1.41,0.07,F6 V,0.15,3.0
603,HIP 8541,4672.0,6.84,2.009,-0.19,K2 III/IV,10.97,
604,HD 113538,4462.0,0.53,0.585,-0.24,K9 V,4.3,
605,HD 113538,4462.0,0.53,0.585,-0.24,K9 V,4.3,
606,HD 113996,4181.0,25.11,1.49,0.13,K5 III,3.24,
607,HD 114082,6651.0,1.49,1.47,0.0,F3 V,0.015,1.924
608,HD 114386,4836.0,0.76,0.6,-0.05,K3 VC,1.4,
609,HD 114386,4895.0,0.76,0.8,-0.1,K3 VC,1.4,
610,HD 114729,5844.0,1.473,0.936,-0.33,G0 V,10.116,34.0
611,HD 114783,5135.0,0.840622,0.853,0.21,K0,6.0,
612,HD 114783,5135.0,0.840622,0.9,0.21,K1 V,6.0,
613,HD 11505,5757.15,1.19568,1.03,-0.2203,,,
614,HD 11506,6123.0,1.24,1.22,0.3,G0 V,2.5,15.0
615,HD 11506,6123.0,1.24,1.22,0.3,G0 V,2.5,15.0
616,HD 11506,6123.0,1.24,1.22,0.3,G0 V,2.5,15.0
617,HD 115404 A,5019.17,0.727007,0.83,-0.1568,K2V,,19.0
618,HD 115404 A,5019.17,0.727007,0.83,-0.1568,K2V,,19.0
619,HD 115954,5957.0,1.213,1.18,0.34,G0 V,,
620,HD 116029,4819.0,4.89,0.83,0.09,K0,2.7,
621,HD 116029,4951.0,4.6,1.33,0.18,K0,2.7,
622,HD 117207,5732.0,1.074,1.053,0.19,G7 IV-V,4.192,39.0
623,HD 11755,4312.0,20.58,0.72,-0.74,G5,10.2,
624,HD 117618,5990.0,1.2,1.077,0.0283,G2 V,5.6,
625,HD 118203,5742.0,2.04,1.27,0.287,K0 IV,4.73,23.1
626,HD 118203,5742.0,2.04,1.27,0.287,K0 IV,4.73,23.1
627,HD 11964,5303.0,2.00971,0.91,0.1,G9 V CN+1,7.45,
628,HD 11964,5303.0,2.00971,0.91,0.1,G9 V CN+1,7.45,
629,HD 11977,4970.0,10.09,1.91,-0.21,G8 III/IV,1.2,
630,HD 120084,4879.0,10.37,2.16,0.1,G7 III,1.02,
631,HD 121504,6027.0,1.07,1.62,0.15,G2 V,1.2,
632,HD 12235,5986.0,1.80185,1.1,0.31,,,
633,HD 12235,5986.0,1.80185,1.1,0.31,,,
634,HD 122562,4956.0,2.16627,1.241,,,,
635,HD 124330,5873.0,1.30446,1.15,0.22,G4 IV,,
636,HD 12484,5920.0,1.001848,1.01,0.05,F8,,
637,HD 125271,4703.93,0.751364,0.75,-0.22,,,
638,HD 125390,4882.0,6.47,1.82,-0.11,G7 III,,
640,HD 125612,5900.0,1.07,1.05,0.23,G3 V,1.77,10.5
641,HD 125612,5900.0,1.07,1.05,0.23,G3 V,1.77,10.5
642,HD 125612,5900.0,1.07,1.05,0.23,G3 V,1.77,10.5
643,HD 12648,4835.0,11.02,0.67,-0.57,G5,4.5,
644,HD 126525,5638.0,0.979,0.897,-0.1,G4 V,9.67,40.0
645,HD 12661,5645.0,1.2,1.2,0.36,K0,6.39,
646,HD 12661,5748.0,1.11,1.02,0.36,K0,6.39,
647,HD 126614,5568.0,1.369794,0.96,0.56,G8 IV,7.2,
648,HD 127506,4595.32,0.735766,0.73,-0.08,K3V,,
649,HD 128311,4965.0,0.76,0.828,0.08,K0,0.96,
650,HD 128311,4965.0,0.76,0.828,0.08,K0,0.96,
651,HD 128356,4875.0,0.85,0.65,0.17,K3 V,10.0,
652,HD 128717,6210.0,1.248,1.212,0.16,,1.4,
653,HD 129445,5646.0,1.175816,0.99,0.25,G6 V,,
654,HD 130322,5387.0,0.85,0.92,-0.02,K0 V,0.35,
655,HD 131496,4846.0,4.44,1.34,0.25,K0,2.7,
656,HD 13167,5671.0,2.39,1.35,0.19,G3 V,,
657,HD 13189,4175.0,38.41,2.24,-0.37,K2,,
658,HD 132406,5766.0,1.34,0.973,0.1293,G0 V,7.187,
659,HD 132563,6289.0,1.29577,1.231,-0.06,F8,2.31,
660,HD 133131 A,5799.0,0.955014,0.95,-0.306,G2 V,9.7,
661,HD 133131 A,5799.0,0.955014,0.95,-0.306,G2 V,9.7,
662,HD 133131 B,5805.0,0.989538,0.93,-0.281,G2 V,9.7,
663,HD 134060,5966.0,1.164285,1.095,0.14,G3 IV,5.6,23.0
664,HD 134060,5966.0,1.164285,1.095,0.14,G3 IV,5.6,23.0
665,HD 134606,5576.0,1.158,1.046,0.343,G5IV,7.3,42.0
666,HD 134606,5576.0,1.158,1.046,0.343,G5IV,7.3,42.0
667,HD 134606,5576.0,1.158,1.046,0.343,G5IV,7.3,42.0
668,HD 134606,5576.0,1.158,1.046,0.343,G5IV,7.3,42.0
669,HD 134606,5576.0,1.158,1.046,0.343,G5IV,7.3,42.0
670,HD 134987,5736.0,1.22,1.1,0.28,G5 V,8.4,
671,HD 134987,5585.0,1.25,1.1,0.28,G5 V,8.4,
672,HD 135344 A,9540.0,1.5,2.32,0.05,A0 V,,
673,HD 135625,6040.64,1.35743,1.28,0.12,G3 IV/V,4.4,
674,HD 135694,5712.0,1.08,1.02,-0.121,,9.8,
675,HD 135872,4992.0,3.93038,1.646,0.09,,,
676,HD 136118,6097.0,1.67754,1.18,-0.05,F7 V,,
677,HD 136352,5664.0,1.058,0.87,-0.24,G4 V,12.3,23.8
678,HD 136352,5664.0,1.058,0.87,-0.24,G4 V,12.3,23.8
679,HD 136352,5664.0,1.058,0.87,-0.24,G4 V,12.3,23.8
680,HD 136418,4989.0,3.78,1.48,-0.11,G5,4.0,
681,HD 136925,5773.19,1.193078,0.875104,-0.2172,,,
682,HD 13724,5835.31,1.04198,1.004,0.2169,,,
683,HD 137388,5181.0,0.88,0.68,0.19,K2 IV,6.45,
684,HD 137496,5799.0,1.59,1.04,-0.03,G,8.3,
685,HD 137496,5799.0,1.59,1.04,-0.03,G,8.3,
686,HD 13808,5035.0,0.781,0.771,-0.21,K2 V,7.2,38.99
687,HD 13808,5035.0,0.781,0.771,-0.21,K2 V,7.2,38.99
688,HD 13908,6255.0,1.67,1.29,0.01,F8 V,2.9,
689,HD 13908,6255.0,1.67,1.29,0.01,F8 V,2.9,
690,HD 13931,5867.0,1.25,1.3,0.05,G0,8.4,
691,HD 139357,4700.0,11.47,2.69,-0.13,K4 III,3.07,
692,HD 1397,5521.0,2.336,1.324,0.29,G5 III/IV,4.51,
693,HD 14067,4815.0,12.4,2.4,-0.1,G9 III,0.69,
694,HD 140901,5610.0,0.95,0.99,0.0859,G7 IV,3.2,
695,HD 140901,5610.0,0.95,1.06,0.0859,G7 IV,3.2,
696,HD 141004,5885.38,1.389372,1.051904,0.0247,G0Vvar,6.32,18.0
697,HD 141399,5600.0,1.387236,1.07,0.35,K0,,
698,HD 141399,5600.0,1.387236,1.07,0.35,K0,,
699,HD 141399,5600.0,1.387236,1.07,0.35,K0,,
700,HD 141399,5600.0,1.387236,1.07,0.35,K0,,
701,HD 141937,5870.0,1.03,1.09,0.11,G2/G3 V,2.32,13.25
702,HD 142,6245.0,1.47,1.21,0.09,F7V,3.12,
703,HD 142,6245.0,1.47,1.21,0.09,F7V,3.12,
704,HD 142,6245.0,1.47,1.21,0.09,F7V,3.12,
705,HD 142022 A,5421.0,1.04,0.9,0.19,G9 IV-V,7.0,
706,HD 142245,4922.0,4.63,3.5,0.17,K0,2.3,
707,HD 142415,5940.0,1.04,1.07,0.13,G1 V,1.1,
708,HD 143105,6380.0,1.647304,1.51,0.15,F5,,
709,HD 143361,5507.0,0.916,0.968,0.14,G6 V,2.942,42.0
710,HD 143811 A,6791.0,1.68398,1.32,,,0.018,
711,HD 144899,6126.0,1.64802,1.16,,,,
712,HD 145377,6014.0,1.05,1.2,0.11,G3 V,1.3,
713,HD 145457,4757.0,9.9,1.9,-0.14,K0,2.605,
714,14 Her,5338.0,0.93,0.97,0.43,K0,4.6,
715,HD 145934,4823.75,6.930587,2.058,0.0951,K0,1.56,
716,HD 1461,5765.0,1.152288,1.02,0.19,G0 V,7.12,
717,HD 1461,5765.0,1.152288,1.02,0.19,G0 V,7.12,
718,HD 147018,5441.0,0.937948,0.927,0.1,G9 V,6.36,
719,HD 147018,5441.0,0.937948,0.927,0.1,G9 V,6.36,
720,HD 147379,4090.0,0.628304,0.58,0.16,M0.0 V,,28.8
721,HD 147513,5883.0,0.98,1.11,0.06,G3/5V,0.3,8.5
722,HD 14787,4946.0,5.01,1.43,0.0,G5,,
723,HD 147873,5972.0,2.29,1.38,0.03,G1 V,4.0,
724,HD 147873,5972.0,2.29,1.38,0.03,G1 V,4.0,
725,HD 148156,6308.0,1.21,1.22,0.29,G0/2 V,,
726,HD 148164,6032.0,1.34,1.21,0.24,F8,2.41,
727,HD 148164,6032.0,1.34,1.21,0.24,F8,2.41,
728,HD 149026,6179.0,1.41,1.42,0.32,G0,2.6,
729,HD 149143,5856.0,1.44,1.2,0.29,G0,4.28,
730,HD 149806,5352.05,0.89,0.93,0.2206,K0V,8.36,
731,HD 150010,4153.0,16.2,1.3,-0.25,K2 III,4.9,
732,HD 1502,4947.0,4.67,1.46,0.09,K0,2.4,
733,HD 150706,5961.0,0.96,1.17,-0.01,G0 V,3.0,
734,HD 151450,6091.98,1.17184,1.14,,,,
735,HD 151450,6091.98,1.17184,1.14,,,,
736,HD 152079,5907.0,1.128,1.147,0.29,G6 V,1.622,31.0
737,HD 152581,5027.0,5.14,1.3,-0.46,K0,12.0,
738,HD 152843,6310.0,1.43,1.15,-0.16,G0,3.97,
739,HD 152843,6310.0,1.43,1.15,-0.16,G0,3.97,
740,HD 15337,5131.0,0.855,0.829,0.03,K1 V,9.6,36.528
741,HD 15337,5131.0,0.855,0.829,0.03,K1 V,9.6,36.528
742,HD 153557,4837.0,0.745171,0.79,,K0,,
743,HD 153557,4837.0,0.745171,0.79,,K0,,
744,HD 153557,4837.0,0.745171,0.79,,K0,,
745,HD 153950,6124.0,1.28,1.25,-0.01,F8 V,4.3,
746,HD 154088,5374.0,0.95,0.91,0.28,K0 IV-V,8.0,
747,HD 154345,5468.0,0.85,0.89,-0.105,G8,9.527,
748,HD 154391,4909.0,8.56,2.07,0.1,K1 III,1.1,
749,HD 154672,5743.0,1.32,1.18,0.25,G3 IV,8.0,
750,HD 154857,5589.0,2.3,1.96,-0.22,G5 V,5.64,
751,HD 154857,5605.0,1.76,1.718,-0.2,G5 V,5.64,
752,HD 155193,6239.0,1.76439,1.221,0.05,F8 IV,,
753,HD 155358,5905.0,1.38,1.15,-0.6,G0,10.7,
754,HD 155358,5900.0,1.38,0.92,-0.51,G0,10.7,
755,HD 155918,5771.84,1.01906,1.03,-0.6616,G2V,12.3,
756,HD 155918,5771.84,1.01906,1.03,-0.6616,G2V,12.3,
757,HD 156098,6419.19,2.75716,1.29,0.12,,,
758,HD 156098,6419.19,2.75716,1.29,0.12,,,
759,HD 156279,5453.0,0.95,0.94,0.14,G6,4.1,
760,HD 156279,5453.0,0.95,0.94,0.14,G6,4.1,
761,HD 156411,5900.0,2.16,1.25,-0.12,F8 IV/V,4.28,
762,HD 156668,4850.0,0.72,0.772,0.05,K2,8.6,
763,HD 156668,4903.69,0.774528,0.785167,0.0493,K2,8.6,
764,HD 156846,6090.0,1.9,1.38,0.15,G0 V,2.4,
765,HD 158038,4860.0,4.5,1.3,0.19,K0,2.5,
766,HD 158259,5801.89,1.21,1.08,,G0,,20.0
767,HD 158259,5801.89,1.21,1.08,,G0,,20.0
768,HD 158259,5801.89,1.21,1.08,,G0,,20.0
769,HD 158259,5801.89,1.21,1.08,,G0,,20.0
770,HD 158259,5801.89,1.21,1.08,,G0,,20.0
771,HD 158996,4069.0,50.3,1.8,-0.2,K5 III,1.6,627.0
772,HD 15906,4757.0,0.762,0.79,0.02,K V,,
773,HD 15906,4757.0,0.762,0.79,0.02,K V,,
774,HD 159243,6123.0,1.12,1.125,0.05,G0 V,1.25,
775,HD 159243,6123.0,1.12,1.125,0.05,G0 V,1.25,
776,HD 159868,5534.0,2.13,1.19,-0.08,G5 V,7.57,
777,HD 159868,5534.0,2.13,1.19,-0.08,G5 V,7.57,
778,HD 1605,4915.0,3.49,1.33,0.22,K1 IV,4.36,
779,HD 1605,4915.0,3.49,1.33,0.22,K1 IV,4.36,
782,HD 160691,5773.0,1.33,1.13,0.28,G3 IV-V,5.7,
784,HD 161178,4786.0,10.95,1.06,-0.21,G9 III,,
785,HD 16141,5757.0,1.48,1.11,0.13,G5 IV,7.51,
786,HD 16175,5981.0,1.72,1.63,0.3,G2,3.3,19.7
787,HD 162020,4723.0,0.75,0.42,-0.1,K3 V,6.0,
788,HD 163607,5522.0,1.76,1.12,0.21,G5,8.6,
789,HD 163607,5522.0,1.76,1.12,0.21,G5,8.6,
790,HD 16417,5841.0,1.639984,1.2,0.06,G1 V,7.0,
791,HD 164509,5859.0,1.11,1.12,0.2,G5,2.32,
792,HD 164595,5790.0,1.023606,0.99,-0.04,G2 V,7.12,
793,HD 164604,4663.0,0.78,0.77,0.12,K3.5 V,1.6,19.0
794,HD 164604,4663.0,0.78,0.77,0.12,K3.5 V,1.6,19.0
795,HD 164922,5390.0,0.946,0.926,0.18,G9 V,9.58,42.3
796,HD 164922,5390.0,0.946,0.926,0.18,G9 V,9.58,42.3
797,HD 164922,5390.0,0.946,0.926,0.18,G9 V,9.58,42.3
798,HD 164922,5393.43,1.001813,0.921146,0.1967,G9 V,9.58,42.3
799,HD 165131,5870.0,1.06419,1.06,0.06,G3/5 V,2.7,
800,HD 165155,5426.0,0.95,1.02,0.09,G8 V,11.0,
801,HD 1666,6317.0,1.93,1.5,0.37,F7 V,1.76,
802,HD 166724,5127.0,0.797485,0.81,-0.09,K0 IV-V,4.0,
803,HD 167042,4919.0,4.63,1.39,-0.01,K1 IV,2.2,
804,HD 167677,5474.0,0.95271,0.96,-0.29,G5 V,11.5,
805,HD 167768,4851.0,9.7,1.08,-0.67,G8 III,5.31,
806,HD 168009,5778.33,1.209505,0.986073,0.0183,G2V,9.68,
807,HD 168443,5491.0,1.711479,0.98,0.04,G5,11.08,
808,HD 168443,5491.0,1.711479,0.98,0.04,G5,11.08,
